Year,Season,seasonID,Area,Biomes,Count,areaID,Trend,Rainfall
2006,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",1,42,2.006,98.8
2007,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",1,42,2.007,71.95
2008,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",8,42,2.008,45.1
2009,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",11,42,2.009,39.05
2010,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",577,42,2.01,33
2011,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",278,42,2.011,46
2012,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",645,42,2.012,59
2013,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",237,42,2.013,90.1
2014,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",49,42,2.014,121.2
2015,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",38,42,2.015,92.5
2016,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",98,42,2.016,63.8
2017,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",96,42,2.017,61.2
2018,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",288,42,2.018,58.6
2000,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",2,42,2.0005,184.2
2001,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",10,42,2.0015,159.5
2002,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",3,42,2.0025,134.8
2003,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",2,42,2.0035,173.3
2004,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",2,42,2.0045,211.8
2005,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",29,42,2.0055,132.45
2006,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",6,42,2.0065,53.1
2007,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",6,42,2.0075,114.85
2008,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",2,42,2.0085,176.6
2009,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",149,42,2.0095,179.2
2010,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",355,42,2.0105,181.8
2011,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",51,42,2.0115,207.3
2012,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",99,42,2.0125,232.8
2013,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",68,42,2.0135,216.95
2014,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",7,42,2.0145,201.1
2015,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",16,42,2.0155,225.95
2016,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",51,42,2.0165,250.8
2017,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",79,42,2.0175,203.2
2018,winter,2,Kanmantoo,"Mediterranean forests, woodlands, and scrub",118,42,2.0185,155.6
2000,autumn,1,King,Temperate broadleaf and mixed forests,816,43,2.00025,165
2001,autumn,1,King,Temperate broadleaf and mixed forests,59,43,2.00125,218.7
2002,autumn,1,King,Temperate broadleaf and mixed forests,,43,2.00225,272.4
2003,autumn,1,King,Temperate broadleaf and mixed forests,,43,2.00325,238.6
2004,autumn,1,King,Temperate broadleaf and mixed forests,,43,2.00425,204.8
2005,autumn,1,King,Temperate broadleaf and mixed forests,81,43,2.00525,197.6
2006,autumn,1,King,Temperate broadleaf and mixed forests,11,43,2.00625,190.4
2007,autumn,1,King,Temperate broadleaf and mixed forests,,43,2.00725,173.1
2008,autumn,1,King,Temperate broadleaf and mixed forests,,43,2.00825,155.8
2009,autumn,1,King,Temperate broadleaf and mixed forests,17,43,2.00925,248.7
2010,autumn,1,King,Temperate broadleaf and mixed forests,6,43,2.01025,341.6
2011,autumn,1,King,Temperate broadleaf and mixed forests,9,43,2.01125,338.6
2012,autumn,1,King,Temperate broadleaf and mixed forests,,43,2.01225,335.6
2013,autumn,1,King,Temperate broadleaf and mixed forests,2,43,2.01325,313.2
2014,autumn,1,King,Temperate broadleaf and mixed forests,172,43,2.01425,290.8
2015,autumn,1,King,Temperate broadleaf and mixed forests,546,43,2.01525,169.15
2016,autumn,1,King,Temperate broadleaf and mixed forests,115,43,2.01625,47.5
2017,autumn,1,King,Temperate broadleaf and mixed forests,169,43,2.01725,164.75
2018,autumn,1,King,Temperate broadleaf and mixed forests,177,43,2.01825,282
2000,spring,3,King,Temperate broadleaf and mixed forests,57,43,2.00075,203
2001,spring,3,King,Temperate broadleaf and mixed forests,102,43,2.00175,149.4
2002,spring,3,King,Temperate broadleaf and mixed forests,,43,2.00275,95.8
2003,spring,3,King,Temperate broadleaf and mixed forests,,43,2.00375,166.9
2004,spring,3,King,Temperate broadleaf and mixed forests,,43,2.00475,238
2005,spring,3,King,Temperate broadleaf and mixed forests,,43,2.00575,197.85
2006,spring,3,King,Temperate broadleaf and mixed forests,2,43,2.00675,157.7
2007,spring,3,King,Temperate broadleaf and mixed forests,,43,2.00775,254.15
2008,spring,3,King,Temperate broadleaf and mixed forests,32,43,2.00875,350.6
2009,spring,3,King,Temperate broadleaf and mixed forests,29,43,2.00975,352.2
2010,spring,3,King,Temperate broadleaf and mixed forests,,43,2.01075,353.8
2011,spring,3,King,Temperate broadleaf and mixed forests,,43,2.01175,254.2
2012,spring,3,King,Temperate broadleaf and mixed forests,57,43,2.01275,154.6
2013,spring,3,King,Temperate broadleaf and mixed forests,24,43,2.01375,116.7
2014,spring,3,King,Temperate broadleaf and mixed forests,277,43,2.01475,78.8
2015,spring,3,King,Temperate broadleaf and mixed forests,75,43,2.01575,126.25
2016,spring,3,King,Temperate broadleaf and mixed forests,233,43,2.01675,173.7
2017,spring,3,King,Temperate broadleaf and mixed forests,25,43,2.01775,192.9
2018,spring,3,King,Temperate broadleaf and mixed forests,139,43,2.01875,212.1
2000,summer,0,King,Temperate broadleaf and mixed forests,,43,2,321
2001,summer,0,King,Temperate broadleaf and mixed forests,89,43,2.001,318.9
2002,summer,0,King,Temperate broadleaf and mixed forests,80,43,2.002,316.8
2003,summer,0,King,Temperate broadleaf and mixed forests,,43,2.003,438.2
2004,summer,0,King,Temperate broadleaf and mixed forests,2,43,2.004,559.6
2005,summer,0,King,Temperate broadleaf and mixed forests,,43,2.005,539.5
2006,summer,0,King,Temperate broadleaf and mixed forests,68,43,2.006,519.4
2007,summer,0,King,Temperate broadleaf and mixed forests,,43,2.007,602.8
2008,summer,0,King,Temperate broadleaf and mixed forests,,43,2.008,686.2
2009,summer,0,King,Temperate broadleaf and mixed forests,348,43,2.009,516.3
2010,summer,0,King,Temperate broadleaf and mixed forests,10,43,2.01,346.4
2011,summer,0,King,Temperate broadleaf and mixed forests,527,43,2.011,495
2012,summer,0,King,Temperate broadleaf and mixed forests,112,43,2.012,643.6
2013,summer,0,King,Temperate broadleaf and mixed forests,260,43,2.013,403.2
2014,summer,0,King,Temperate broadleaf and mixed forests,6,43,2.014,162.8
2015,summer,0,King,Temperate broadleaf and mixed forests,160,43,2.015,157.9
2016,summer,0,King,Temperate broadleaf and mixed forests,377,43,2.016,153
2017,summer,0,King,Temperate broadleaf and mixed forests,105,43,2.017,187.675
2018,summer,0,King,Temperate broadleaf and mixed forests,484,43,2.018,222.35
2000,winter,2,King,Temperate broadleaf and mixed forests,2,43,2.0005,107.4
2001,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0015,160.1
2002,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0025,212.8
2003,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0035,124
2004,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0045,35.2
2005,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0055,122.6
2006,winter,2,King,Temperate broadleaf and mixed forests,22,43,2.0065,210
2007,winter,2,King,Temperate broadleaf and mixed forests,13,43,2.0075,221.1
2008,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0085,232.2
2009,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0095,200.3
2010,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0105,168.4
2011,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0115,205
2012,winter,2,King,Temperate broadleaf and mixed forests,6,43,2.0125,241.6
2013,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0135,175.4
2014,winter,2,King,Temperate broadleaf and mixed forests,31,43,2.0145,109.2
2015,winter,2,King,Temperate broadleaf and mixed forests,6,43,2.0155,173
2016,winter,2,King,Temperate broadleaf and mixed forests,7,43,2.0165,236.8
2017,winter,2,King,Temperate broadleaf and mixed forests,,43,2.0175,172.6
2018,winter,2,King,Temperate broadleaf and mixed forests,73,43,2.0185,108.4
2000,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00025,112.1
2001,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00125,62.25
2002,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00225,12.4
2003,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00325,65.5
2004,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00425,118.6
2005,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00525,98.9
2006,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00625,79.2
2007,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00725,55.7
2008,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00825,32.2
2009,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00925,32.8
2010,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01025,33.4
2011,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01125,54.4
2012,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01225,75.4
2013,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01325,55.9
2014,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01425,36.4
2015,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01525,39.2
2016,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01625,42
2017,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01725,29.6
2018,autumn,1,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01825,17.2
2000,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00075,20.6
2001,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00175,10.3
2002,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00275,186
2003,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00375,25.6
2004,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00475,51.2
2005,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00575,104.1
2006,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00675,157
2007,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00775,118.9
2008,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00875,80.8
2009,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.00975,46.2
2010,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01075,11.6
2011,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01175,20.1
2012,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01275,28.6
2013,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01375,60.7
2014,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01475,92.8
2015,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01575,48
2016,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01675,3.2
2017,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01775,36.1
2018,spring,3,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01875,69
2000,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2,208.4
2001,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.001,199.2
2002,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.002,190
2003,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.003,133.4
2004,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.004,76.8
2005,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.005,222.4
2006,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.006,368
2007,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.007,263
2008,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.008,158
2009,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.009,93
2010,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.01,28
2011,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.011,110.7
2012,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.012,193.4
2013,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.013,245.7
2014,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.014,298
2015,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.015,213.6
2016,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.016,129.2
2017,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.017,117.3
2018,summer,0,Little Sandy Desert,Deserts and xeric shrublands,,44,2.018,105.4
2000,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0005,17.6
2001,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0015,18.8
2002,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0025,20
2003,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0035,24.2
2004,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0045,28.4
2005,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0055,15.9
2006,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0065,3.4
2007,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0075,11.2
2008,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0085,19
2009,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0095,32.8
2010,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0105,46.6
2011,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0115,27.6
2012,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0125,8.6
2013,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0135,4.7
2014,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0145,0.8
2015,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0155,46.9
2016,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0165,93
2017,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0175,65.3
2018,winter,2,Little Sandy Desert,Deserts and xeric shrublands,,44,2.0185,37.6
2000,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,4,45,2.00025,282.8
2001,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,124,45,2.00125,144
2002,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,10,45,2.00225,5.2
2003,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,2,45,2.00325,55.2
2004,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,70,45,2.00425,105.2
2005,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.00525,68.3
2006,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,7,45,2.00625,31.4
2007,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.00725,15.7
2008,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,5,45,2.00825,186
2009,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.00925,41.3
2010,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,1,45,2.01025,82.6
2011,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,75,45,2.01125,74.8
2012,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,244,45,2.01225,67
2013,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,197,45,2.01325,82
2014,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,648,45,2.01425,97
2015,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,189,45,2.01525,103.25
2016,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,231,45,2.01625,109.5
2017,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,128,45,2.01725,58.75
2018,autumn,1,MacDonnell Ranges,Deserts and xeric shrublands,280,45,2.01825,8
2000,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,15,45,2.00075,81.4
2001,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.00175,107.2
2002,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,2,45,2.00275,133
2003,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,7,45,2.00375,71.7
2004,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.00475,10.4
2005,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.00575,12.3
2006,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,20,45,2.00675,14.2
2007,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,4,45,2.00775,87.6
2008,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,1,45,2.00875,161
2009,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,20,45,2.00975,170.8
2010,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.01075,180.6
2011,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,185,45,2.01175,113.8
2012,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,75,45,2.01275,47
2013,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,275,45,2.01375,30.3
2014,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,435,45,2.01475,13.6
2015,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,362,45,2.01575,36.6
2016,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,220,45,2.01675,59.6
2017,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,201,45,2.01775,69.6
2018,spring,3,MacDonnell Ranges,Deserts and xeric shrublands,252,45,2.01875,79.6
2000,summer,0,MacDonnell Ranges,Deserts and xeric shrublands,29,45,2,343.6
2001,summer,0,MacDonnell Ranges,Deserts and xeric shrublands,176,45,2.001,293.4
2002,summer,0,MacDonnell Ranges,Deserts and xeric shrublands,,45,2.002,243.2
